"0.2585814","LOSE","11.31"
"0.35464278","LOSE","16.5"
"0.22755261","LOSE","8.16"
"0.090776816","LOSE","2.58"
"0.0878248","LOSE","3.3"
"0.26309937","LOSE","9.27"
"0.0867059","LOSE","3.96"
"0.094843425","LOSE","1.8"
"0.09616555","LOSE","1.74"
"0.26089895","LOSE","20.76"
"0.36013415","LOSE","16.47"
"0.78125","LOSE","28.02"
"0.09675723","LOSE","1.92"
"0.3575549","LOSE","10.23"
"0.092965916","LOSE","2.64"
"0.08717579","LOSE","2.79"
"0.092923","LOSE","2.01"
"0.09118528","LOSE","2.34"
"0.26503724","LOSE","8.94"
"0.46917453","LOSE","17.1"
"0.35719696","LOSE","13.59"
"0.3577667","LOSE","21.09"
"0.3565375","LOSE","16.8"
"0.3538772","LOSE","9.96"
"0.08993945","LOSE","1.95"
"0.6163428","LOSE","27.9"
"0.46754947","LOSE","24.15"
"0.22235784","LOSE","6.24"
"0.08603566","LOSE","3.66"
"0.26113743","LOSE","13.41"
"0.35719696","LOSE","14.76"
"0.4432206","LOSE","16.35"
"0.20967597","LOSE","8.07"
"0.26507866","LOSE","12.3"
"0.086639315","LOSE","3.45"
"0.51199955","LOSE","14.28"
"0.35700756","LOSE","10.38"
"0.35906756","LOSE","11.79"
"0.27842215","LOSE","11.79"
"0.25189918","LOSE","8.01"
"0.35700756","LOSE","15.87"
"0.089205414","LOSE","2.88"
"0.09089818","LOSE","1.8"
"0.44627473","LOSE","17.16"
"0.09361186","LOSE","2.25"
"0.07915052","LOSE","3.0"
"0.35901734","LOSE","11.43"
"0.090964064","LOSE","1.98"
"0.26373953","LOSE","8.64"
"0.2637261","LOSE","6.66"
"0.44582832","LOSE","11.82"
"0.25092557","LOSE","9.33"
"0.09536963","LOSE","1.83"
"0.3858291","LOSE","9.81"
"0.4681223","LOSE","16.41"
"0.35736555","LOSE","14.13"
"0.46738103","LOSE","19.08"
"0.35719696","LOSE","15.72"
"0.091559574","LOSE","1.98"
