"0.44524673","LOSE","17.4"
"0.08993156","LOSE","2.04"
"0.08704726","LOSE","2.91"
"0.21339862","LOSE","6.24"
"0.092859246","LOSE","2.13"
"0.22442129","LOSE","6.39"
"0.08637717","LOSE","2.31"
"0.26646915","LOSE","16.74"
"0.25344843","LOSE","8.67"
"0.21531683","LOSE","6.9"
"0.22182326","LOSE","7.05"
"0.35719696","LOSE","11.64"
"0.35736555","LOSE","18.93"
"0.35410467","LOSE","20.64"
"0.2225677","LOSE","6.42"
"0.35719696","LOSE","19.95"
"0.35719696","LOSE","21.39"
"0.35719696","LOSE","13.44"
"0.35719696","LOSE","10.41"
"0.2634234","LOSE","7.92"
"0.35721442","LOSE","14.07"
"0.0921814","LOSE","1.83"
"0.21592905","LOSE","6.54"
"0.35719696","LOSE","9.66"
"0.0917541","LOSE","1.77"
"0.36009982","LOSE","19.11"
"0.095937535","LOSE","2.82"
"0.2863005","LOSE","11.22"
"0.2584208","LOSE","14.01"
"0.25526944","LOSE","12.24"
"0.27395365","LOSE","15.39"
"0.22161801","LOSE","6.36"
"0.358492","LOSE","12.63"
"0.26104397","LOSE","8.52"
"0.26334","LOSE","12.84"
"0.3577443","LOSE","13.86"
"0.22033766","LOSE","6.6"
"0.23074494","LOSE","7.29"
"0.2661193","LOSE","8.37"
"0.2656278","LOSE","11.7"
"0.22575939","LOSE","5.91"
"0.2245088","LOSE","5.79"
"0.35610923","LOSE","14.34"
"0.44007757","LOSE","15.6"
"0.3580629","LOSE","16.29"
"0.0956976","LOSE","1.77"
"0.3577443","LOSE","16.59"
"0.2649497","LOSE","6.51"
"0.09024419","LOSE","1.8"
"0.44367182","LOSE","12.63"
"0.08730355","LOSE","2.04"
"0.35736555","LOSE","12.24"
"0.44607344","LOSE","11.79"
"0.2264361","LOSE","6.42"
"0.44147417","LOSE","16.29"
"0.2649702","LOSE","10.59"
"0.09086892","LOSE","2.46"
"0.47886944","LOSE","13.89"
"0.4475587","LOSE","14.37"
"0.22310197","LOSE","5.97"
"0.090304285","LOSE","2.61"
"0.38402218","LOSE","11.22"
"0.08597057","LOSE","2.37"
"0.44566017","LOSE","12.51"
"0.095510244","LOSE","1.8"
"0.092915334","LOSE","2.16"
"0.08720021","LOSE","1.98"
"0.3518694","LOSE","12.33"
"0.47077084","LOSE","16.35"
"0.4745917","LOSE","13.29"
"0.0922654","LOSE","3.39"
"0.09130771","LOSE","1.8"
"0.094484225","LOSE","1.59"
"0.3581656","LOSE","11.79"
"0.78125","LOSE","22.05"
"0.35952824","LOSE","12.45"
"0.3857138","LOSE","13.14"
"0.35323966","LOSE","9.9"
"0.2863005","LOSE","14.94"
"0.26168105","LOSE","7.89"
"0.09553084","LOSE","2.04"
"0.09726349","LOSE","1.26"
"0.094228804","LOSE","2.34"
"0.21738164","LOSE","5.04"
"0.09506572","LOSE","1.77"
"0.09129487","LOSE","2.55"
"0.2253668","LOSE","6.18"
"0.35799012","LOSE","12.72"
"0.35331148","LOSE","11.82"
"0.22209087","LOSE","4.14"
"0.3578011","LOSE","8.91"
"0.08557534","LOSE","3.3"
"0.4486534","LOSE","10.77"
"0.094075456","LOSE","1.83"
"0.09358792","LOSE","1.95"
"0.22427066","LOSE","6.48"
"0.23074494","LOSE","8.49"
"0.2603872","LOSE","10.86"
"0.22496565","LOSE","5.79"
"0.2864899","LOSE","14.07"
"0.2566487","LOSE","9.27"
"0.09784631","LOSE","1.95"
"0.38717312","LOSE","14.49"
"0.26566005","LOSE","8.76"
"0.09292681","LOSE","1.53"
"0.35872284","LOSE","13.38"
"0.2607034","LOSE","8.37"
"0.28537866","LOSE","15.12"
"0.096681766","LOSE","1.53"
"0.44791666","LOSE","19.14"
"0.26173088","LOSE","8.73"
"0.086232014","LOSE","2.1"
"0.09583448","LOSE","2.31"
